医療法人社団菫会　目黒病院,東京都目黒区中央町２-１２-６,東京都,岡　潔,自己多血小板血漿(PRP)を用いた整形外科領域における軟部組織治療,医療法人清悠会認定再生医療等委員会,四肢 (手/腕/足/肘/膝/関節/など),濃縮した血小板を用いる治療,治療
医療法人再生未来　サイエンスクリニック,"東京都港区南麻布5-10-26 ORE広尾ビル6F,7F",東京都,長島　郁雄,活性化Tリンパ球を用いたがん治療及び予防を目的とする治療（活性化Tリンパ球療法）,日本肌再生医学会認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
プルミエールクリニック,東京都千代田区九段南3-2-12,東京都,星野　泰三,活性化自己リンパ球（特殊型リンパ球）を用いたがん予防のための治療,プルミエールクリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
東京早稲田クリニック,東京都新宿区高田馬場1-1-1　メトロシティ西早稲田３階,東京都,清水　昭男,活性化自己リンパ球による悪性腫瘍の治療,横浜鶴ヶ峰病院認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
医療法人黒沢クリニック,神奈川県横須賀市久里浜4－15－7ＫＨビル2階,神奈川,黒澤　治樹,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
医療法人社団尽徳会　県西在宅クリニック,茨城県古河市関戸1635,茨城県,岩本　将人,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
東京美容外科新宿院,東京都新宿区西新宿6丁目5-1 新宿アイランドタワー3階,東京都,小野 准平,強度・弾力性を失った皮膚の改善を目的とする自家多血小板血漿(PRP)療法,日本美容外科医師会認定再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),濃縮した血小板を用いる治療,治療
順天堂大学医学部附属練馬病院,東京都東京都練馬区高野台3−1−10,東京都,児島　邦明,自家多血小板血漿(Platelet-rich plasma:PRP)を用いた腱付着部炎・腱障害・筋損傷・靭帯損傷(関節外に限る)治療,特定非営利活動法人先端医療推進機構 認定再生医療等委員会名古屋,四肢 (手/腕/足/肘/膝/関節/など),濃縮した血小板を用いる治療,治療
医療法人社団SMILE LAND　BIANCA CLINIC,東京都中央区銀座１－５－６ 銀座レンガ通り福神ビル４・６F,東京都,堀田　和亮,PRP(多血小板血漿Platelet Rich Plasma)を用いた皮膚の再生を目的とした再生医療,日本先進医療医師会再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),濃縮した血小板を用いる治療,治療
ちはる歯科,静岡県富士宮市大岩118-23,静岡県,院長 佐々木 千晴,自家多血小板血漿（PRP：Platelet Rich Plasma）を利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人慶春会　福永記念診療所,大阪府大阪市城東区中央1-9-33　泉秀園城東ビル2F,大阪府,院長　高井　俊輔,自己骨髄由来間葉系幹細胞を用いた脊髄損傷治療,安全未来特定認定再生医療等委員会,四肢 (手/腕/足/肘/膝/関節/など)、脳・神経領域（脳外科・神経内科疾患等）,自分の細胞を用いる治療,治療
医療法人社団SMILE LAND　BIANCA CLINIC,東京都中央区銀座１－５－６ 銀座レンガ通り福神ビル４・６F,東京都,堀田　和亮,PRP(多血小板血漿Platelet Rich Plasma)を用いて創傷治癒を促進する補助治療を目的とした再生医療,日本先進医療医師会再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),濃縮した血小板を用いる治療,治療
医療法人社団ヴィヴェンシアクリニック,大阪府大阪市北区梅田２丁目４番７号桜橋ニコービル２階,大阪府,野町　健,多血小板血漿を用いた再生医療（皮膚および皮下組織）,カメイクリニック2認定再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),濃縮した血小板を用いる治療,治療
堂島リーガクリニック,大阪府大阪市福島区福島1-1-12　堂島リバーフォーラム4階北,大阪府,成宮　靖二,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
医療法人志宏会 新本町クリニック,高知県高知市北金田11-22ソフィアビル５Ｆ,高知県,吉村 尚子,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
医療法人 神明会 印どうメディカルクリニック,大阪府箕面市白島1-15-5,大阪府,印藤 八郎,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
つながわ整形外科・ペインクリニック,東京都西東京市東町6-6-10,東京都,綱川 慎一郎,多血小板血漿（Platelet-rich plasma：PRP）を用いた変形性関節症治療,安全未来特定認定再生医療等委員会,四肢 (手/腕/足/肘/膝/関節/など),濃縮した血小板を用いる治療,治療
医療法人社団山栄会グランプロクリニック銀座,東京都中央区銀座2-8-18グランベル銀座5階,東京都,前田 裕輔,アトピー性皮膚炎患者の主症状に対する自己脂肪由来幹細胞による治療,安全未来特定認定再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),自分の細胞を用いる治療,治療
医療法人社団白鳳会　大角医院,東京都練馬区上石神井4-3-23,東京都,中島　亮,多血小板血漿（Platelet-rich plasma：PRP）を用いた変形性関節症治療,安全未来特定認定再生医療等委員会,四肢 (手/腕/足/肘/膝/関節/など),濃縮した血小板を用いる治療,治療
医療法人 芳愛会 原医院,奈良県大和郡山市横田町708-3,奈良県,原 裕,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
